,Perpetrator Capacity,Aggressiveness,Anger,Autonomy violation,Betrayal,Callousness,Challenge authority,Coldness,Contempt,Vice Investment,Deception,Deliberateness,Lust,Disgust,Disrupt social order,Fairness violation,Guilt,Harm to life,Harm to others,Harm to property,Harm to society,Harm to the environment,Harm to the self,Hate,Hedonism,Impulsivity,Injustice,Irresponsibility,Norm violation,Oppression,Perceived harm,Psychological harm,Self-indulgence,Selfish,Sense of dirtiness,Sexual relevance,Shame,Premeditation,Risk,Unjust-gain
Bully,0.139079089467027,1.35752003594235,0.945638420825027,1.06564673978636,1.24962962863314,0.666654834854151,-0.0370605318945693,0.519313245858443,0.600464507969574,0.594221771765297,-0.891085531295251,0.910591416867315,0.554280124318858,0.823025683430063,0.161400076464867,1.56579415842342,0.127459839335648,0.660603923508957,1.40250652731493,0.553513903007258,1.00416774609401,-0.684803102064741,0.174576774337002,1.6319377934315,0.549131411827691,0.358024524920875,0.709426206137909,0.077778750006994,0.396786531711601,1.78696327016312,1.08565738830189,1.0014846347142,0.52146037654985,0.626318691670279,0.679575115643609,0.398927971587898,-0.384625275240624,-0.329479300802694,0.205368025626952,0.178914914558097
Cheat in exams,-0.528354832906548,-1.1858445665867,-1.13678174841383,-0.987226290006327,-0.302590996014633,-1.11382419647703,0.224965397430973,-0.880514955805957,0.0919183135001248,-0.158166527610349,0.668820677444424,-0.848434258782082,-0.2932924948886,-0.999912045117966,-0.792616759712804,0.78886067040948,-0.432988596364944,-1.48387322178733,-1.15626997693627,-0.822667581383391,-0.982369988222015,-0.338535180939421,0.120064959601854,-1.89230947884768,-0.594804573226988,-0.56467288603248,0.0402685601357322,0.115417214473257,0.0545522778585473,-0.661141944745478,-1.61290419909355,-1.29380176197853,0.217999053762257,0.242048566663494,-0.738506820206097,-0.286818684683595,-0.122289566622088,0.576468469968546,-0.678253219939343,-0.306258772410637
Commit terrorism,1.34214275626645,1.10701247179191,1.00348169782966,0.524864330403633,-0.204830734388199,0.192670655864963,1.60678832837382,0.607920963724752,-1.78246740429362,2.07507851128788,0.037505711963805,0.425653872677811,-0.0138305495570275,0.0571080221823428,1.73667420482633,0.710003314905217,-0.128897300577619,1.06792207169098,0.843627645423968,0.214250363260287,1.51631729846545,0.823803432830366,0.916227832440627,2.09148442515855,-0.34029698729199,-0.164406498994423,0.830715336618221,0.918371123086877,0.547529179745126,0.505512339785663,1.7008602199095,1.01367919054078,0.0301420444175565,-0.125499812279441,0.113470568420115,-0.0723642344432501,0.102923164361749,1.80639819434647,0.819837140405107,0.321876179873941
Conceal criminal proceeds,0.691750617948313,0.147140805254478,1.22253978558269,0.245547590800127,-0.119898742386953,-0.331797045146743,0.419601904690944,-0.998484839004433,0.69415776795371,-0.258195029839481,1.70558115154907,0.850219240791985,0.142712236388074,0.130363041360267,0.25501855104305,0.588028528012967,0.963473182851019,0.0043856104873674,0.184144392745342,0.735716466637715,0.12266798713,0.448437367072668,0.485016939608354,0.126770204952552,-0.189421232755674,-0.684303785363567,1.06226731298973,0.0734358502608865,0.569010609885138,-0.020005758104707,0.711408999073932,-1.2321515075219,-0.204629729115441,1.09760790310145,0.391545369459557,-0.0487615553043721,0.0163028832141196,1.36491675094189,1.23701056262393,1.33589140003242
Corporal punishment,-0.0670402100895178,0.292862888302968,0.435871218319674,0.225596395114162,-0.569583307179265,0.822913355400037,0.23306345403213,1.01447402217016,-0.581855201354047,-0.562008306796286,-1.14645568747337,0.787494902012421,-0.572754440220173,0.286461433011656,-0.523543252846939,0.258171980664572,-0.890361683524741,0.867377957946591,0.225805711936552,-0.72397452608356,-0.363572823180292,0.333764224362335,-0.241983243348537,0.499144027341763,-0.445452816211241,1.33420991438021,-0.214943985249925,0.448786471174447,-0.355379794973645,1.01408817777922,0.0044953749766757,0.38396587716242,-0.294104300478776,-0.923523140879276,-0.279086101782342,0.0134175456528876,-0.232597843022335,-0.403011854888874,-0.563015499912847,-0.541737411718055
Corruption,0.769215233825608,-0.703973918798127,0.790991620884896,-0.0316690229416995,0.95449095642881,-1.0178120166305,1.19687942696254,-0.225964531708841,0.588596695038251,0.412865748158566,0.946913936381992,1.12079635720233,1.50911762431828,1.50602326537796,0.928625765746069,1.20360773476434,0.968798108605894,-1.06633009265799,-0.0413822151430707,1.655425316236,1.46853675787362,-1.51084652246049,-0.634230727682467,-0.87338367125977,0.271435617464346,-0.962854552304715,1.48512532698245,0.214218183697199,0.860982701175899,-1.08909316170278,0.898020524661573,-0.849919929890843,0.459382443851749,1.78374954915565,0.701874192767535,-0.984290542849885,-0.50193388456627,0.812535626744309,0.923357952585333,1.87085351775335
Counterfeit currency,1.08554526090014,-0.19959832317327,0.173897150853526,-0.0946727987921148,1.00279602687952,-0.34381693134258,0.904465964964403,-0.13742631009184,0.322953995064181,0.912014187232384,1.41420501363494,0.124969073653276,0.912932140944257,0.46096946299048,0.759730395282572,-0.129720957221264,-0.208010483221476,-0.123772758059345,-0.0469987781747746,1.16016562054958,0.870105069149725,0.612312827070479,-0.216245219442111,0.080254821751745,0.994724840726321,-0.97411204444016,1.70344576184701,1.18434960531514,1.22002946208751,-0.127204057088206,0.99388963258709,-0.140061285718872,0.323507785038047,1.21741041272996,-0.0979061001504387,0.145389515031561,0.135096411645155,1.17407545298282,1.13271720706922,1.1785808627332
Cut corners in construction,0.770821358237737,-0.729246854870954,1.19974173153746,-0.388690419427385,0.416234457120913,-0.221651178915796,0.72015151967857,-0.0396893122029425,0.103606311084004,0.628223555131721,1.65128336090973,1.34068080345355,-0.21881273789658,0.976788003551265,0.656240584949547,1.33543708288498,1.13241855452842,0.0999110611170923,0.64996563439574,1.6128486427926,1.4451093393122,-0.0277862347083382,-1.16293653512756,-0.159343284169393,-1.19609086770597,-0.992874531332569,-0.194729130169873,1.31984807739369,0.263426306230144,-1.38317158828202,-0.506179938482785,-2.25778755893663,-0.900487075349839,1.85200667647968,-0.415951514270511,-1.13503852423562,0.345684939318353,0.998580531716651,1.16818397107941,1.78468058337777
Defame,0.629839326506421,0.876005801354804,0.43101984669993,-0.0264187082874984,1.38808646976017,-0.311697124341481,0.508397378471461,1.19064701416318,1.45879887304647,0.228175441144198,1.42141629569131,0.620164660747354,0.648597765302996,0.809154532329183,0.921864431470977,0.465616555504616,1.74179983068858,1.32824375780149,1.2073669655724,0.298844410660142,0.525458546848005,1.83397197660219,1.96977094434366,1.12207872874812,0.0186044288019734,0.477166316687672,-0.639455941931018,0.427110748334501,0.239062418882571,1.14690522733396,-0.722355377922679,1.00780773773539,0.920532801037643,0.126921545243625,1.18904708604443,0.802499945896207,1.13246707743072,0.507036953269792,-0.101420833661463,0.717411204823076
Default on debt,-0.836832696188452,-0.688088073266635,0.0623156035994265,-0.205279427507287,0.514816233550931,-0.135472237281399,-0.111472044998905,-0.787911203604501,-0.0598498957281465,-0.113743931899896,0.438715222736535,-0.0432105596994291,-1.21766662175457,-0.197175107215373,-0.780197982472841,-0.308748467014727,0.998465552097341,-1.06093082805717,-1.07803927756611,0.571852472723311,-0.759133036276584,-0.630839270201055,-0.808219769289906,-0.0355948118804538,-0.728916355037047,0.0142380343230432,-1.02555967396001,0.846472005067989,0.0166309777134263,-0.571707348562885,-1.01372227455906,-0.338222817900874,-1.287430404685,0.556681420233321,-0.792429439739402,-1.0225624139697,-0.0165774684051845,-0.0794113931321823,-0.323527053824263,0.681139433976212
Detain illegally,0.690401228098515,0.882413655713694,0.320470506173436,1.70093481294471,-0.019832592236549,1.00255524320492,0.617822955677808,0.867711251426395,-0.0306027899519437,0.863123554816044,-0.0760615191831693,0.40776242232114,0.0009073962778797,0.0991172500678233,0.468813932703864,0.291456223873387,0.278767038178957,0.811580086692014,0.454309347740062,0.0749238035678759,0.418714785951366,0.236634392448738,0.0643540028909236,0.469053213411321,-0.543507465194224,-0.0781311319165083,1.00713589004413,0.664070215731482,1.03064215962864,1.14104043085517,0.967743512243768,0.494055617263533,-0.289833578610841,-0.0859729189731348,0.126595563472477,0.272868821622876,-0.174998929192773,0.404366944534401,0.551255039575493,0.0796968790828241
Distribute obscenities,0.308391371245618,-0.502422253617328,-0.566543442609821,-0.393940734081586,-0.243647308857519,0.0787321513002539,0.351221461712645,-0.560354422280194,0.151127248628988,-0.606935704730722,-0.0264124698994975,0.975422901402755,0.684824313771904,-0.275703720705844,0.326625539038862,-0.572494351978311,0.194354219131265,-0.39277183370687,-0.0013642035421813,-0.374062784565978,0.0217067408132485,-0.145958369190581,-0.450461236990586,-0.307665921168193,0.878710529473017,-0.429999924560301,-0.828740494044232,0.24432895527021,0.448078926127545,-0.879555911915282,-0.0473411599087801,0.170391781366263,1.0916628163996,0.608703102272423,1.38658361560144,2.18435644193207,1.51854604483158,-0.128695371503173,0.635392409748173,0.638822367988204
Domestic violence,-0.794767533013646,1.90130474836649,0.882197407336073,1.85319393791655,-0.150610757351689,1.27606306498311,-0.469258909377288,1.51588946091951,1.50036596219816,-0.719506600678802,-1.13465540774476,0.863940189900014,-0.759062403774555,1.0243811026364,-0.656010210073212,0.164395666010853,0.128220543014915,1.41501765317166,1.40929577933128,-0.208719873738988,0.223892839834001,-0.568939580710356,-0.236835638567252,1.08248349037926,-0.326581009606871,1.77350603605661,1.23868786641564,0.475954084623781,0.93117229353456,1.75492699690368,1.25483816699398,1.09734739301763,0.117637089865773,-1.48557182930174,0.298964379614683,-0.154846715304921,0.479809775395926,-1.65649870100388,-0.13811664394923,-1.26371837428896
Dope in sports,-0.642568124435715,-1.64412714070731,-1.12803457837218,-0.588202376287033,-1.49087481781616,-1.64691829056161,-0.31987988182537,-1.44825192883705,-0.605055437159643,-0.219844181158747,0.850294676301073,0.692054118346698,0.960703413650508,-0.83809550822851,-0.181462388873413,1.40596307159149,-1.08904365357352,-0.297671150397139,-1.44858655290449,-1.19623303036953,-1.70014621648675,-1.05194473355444,0.920439509079861,-0.54486204106506,-0.0788621398998616,0.126357186765131,0.569392391856094,0.199608516568846,0.785393909405034,-1.12324091660886,0.238215487762417,-1.96074542382745,0.730570295946862,0.880025183385454,-0.575170303583396,-0.849499172307213,0.205292587536221,-0.431077516671325,-0.326336302458733,-0.585075111950672
Drug abuse,0.798660848047972,0.847278897352023,0.74344817901141,0.686574021753032,1.32022934698418,0.681238963438434,1.10411986953111,1.32345434658868,1.44932544342585,1.91111874893839,-0.0277891692011685,1.11366146366615,2.1779154422058,0.780069860666045,1.18362465840664,-0.437477771675741,1.30107347571009,1.6387014723481,0.64383847472479,1.40779546839279,0.859922330990809,1.08171880570828,3.32942495390712,0.790492064303691,3.05577908754363,2.81465947536695,0.968543893982213,0.962282664964184,0.882354532182543,0.744182575568464,1.34199190147173,1.87502131709188,2.72190138379504,0.0778674230734202,1.09443086296999,0.539985703473795,0.997339438840417,1.18746581691758,1.37220565315781,0.163662169894288
Drunk-driving,0.738698869995159,0.878111879360872,1.08860121806698,-0.120924372063121,0.190392569299417,0.553959295793784,0.883183469103512,0.173032389084657,0.288153641355787,0.474029421260727,-0.0558237731624715,-1.19544953531425,-0.0911331544816895,0.92602203119379,1.05138349713019,0.71155333663503,0.547160805651703,1.08650395635611,0.976747483513051,0.638968411156253,1.06628299661692,0.221688271420842,2.23729040494681,-0.731954233736876,0.543760119867084,1.92656842912626,0.114558152554924,0.945815836760194,0.803278757457962,0.522986670654446,0.757036542418163,0.522078460198361,-0.40920473459782,-0.861896705923864,-0.262223028037381,-0.803308983024677,0.0298021478085557,-0.497353055338317,1.0796926390936,-0.703782725631317
Electoral fraud,1.22630176844661,-0.524341665480491,1.33225542067535,-0.78771433314668,1.60528234513836,-0.713228100427983,1.62785460149012,1.01065172845828,0.637941811963228,1.25527969954043,1.83266108708794,1.00389387080192,1.77869459091294,1.26332286676125,0.509125839183831,1.68973628058812,0.500204642176896,-0.406789155266666,0.594585537369849,0.814394846387231,0.662533868218007,-0.0681869644458567,-0.230104155391725,-0.527078106077661,0.140465615158229,-1.45789555261981,1.34895071230683,0.703156313446448,0.805744737958728,0.648443405096995,-0.319055743868805,0.508282599061215,-0.0993189504311624,1.41180071072223,1.09768281171723,-0.354327422865762,1.23888627998352,1.39696206634132,0.625512768516851,1.18708413501965
Engage in espionage,1.45571869683843,0.642351489995781,1.27515850853529,0.186744066673072,2.14634463346772,0.192670655864963,1.12090493230441,0.653093525774242,1.36116454736458,1.7156593278124,0.910726411880922,-0.145137610216221,0.339676868469235,0.924662228362785,1.02466430973512,0.970019460081437,1.25063882177463,0.716969872638297,0.526693017206397,1.06019083725884,0.90926944668401,0.514304985376873,-0.417001805912233,1.90902403837431,-0.546036652568785,-0.563481617023439,1.55722497676797,0.618159561272633,0.956240005091225,0.525535010572811,1.82162225722506,0.309104853893665,0.616873525658539,0.668233068317169,0.579362001187867,0.105797924217959,1.03135115739716,1.22986863604432,1.43787183998855,1.57584311486552
Engage in group fight,0.900134964752732,1.63552233274346,0.308242826477192,0.251847968385168,0.19859622761772,0.571297071033841,-0.0989002368488576,0.820926967850425,0.469293943991783,1.23788343828319,-0.162493900872375,0.164171785390504,-0.0013365243877003,-0.0521992053868106,1.3606081555854,0.0647173455397678,0.255258057452647,0.830888422457596,1.19944617155333,1.05457095299101,0.957773021938011,1.04838820367482,2.25896074115894,0.850056019207056,-0.0909475468112256,1.86365891425171,0.33085710191148,0.370030356450921,0.28771476358593,0.609630227878831,0.292729294229868,0.261681581234724,0.338552181992944,-0.0806151254764728,0.563434088956491,0.647644375416937,0.600371064666708,0.0430474907156197,1.19541207322889,0.387245085575982
Engage in group orgy,1.12845172733844,0.226407101162895,0.886078504631868,0.0208341236003131,1.69516870333968,-1.15149986198643,1.91009735743533,0.0185696041857336,1.07850834113308,0.98766721386655,0.0199364065900974,1.05182571968597,2.1600808337288,1.19423558514912,1.03487530435464,0.401962329800274,1.23646437655094,0.661434579601389,0.64383847472479,0.336527213592805,1.16697105085961,0.513617211049198,0.660563461636797,-0.211398825039164,2.64826215054352,0.130060309178106,-0.273567064982076,0.970516079066179,1.06615227883968,0.034045184984291,0.655528075202908,0.666676329742076,2.49612985475612,1.26918181863554,1.82116398062685,2.57697305083362,1.9882754551693,1.39402457909637,1.42808629057848,1.02290011928888
Evade taxes,1.58994480842349,-0.17324226126875,0.693434947949691,-0.11567405740892,2.1351421588734,0.302051620247083,1.40038827417574,0.247772446293814,1.17398082666035,1.17818263260493,2.00171591042602,1.03582626145333,2.00038002145748,1.40829876858981,1.56243499688382,0.858030390102409,-0.245769047665135,-0.469465933150201,0.01682580173095,1.82328507475422,0.782163239595464,0.700941927932161,0.933542503068586,0.476732639883153,0.38664983001935,-0.0857082900845966,0.696745978860422,2.0185120740487,0.761603686995007,0.431246433593333,0.525822811538971,-0.133656064476626,1.1301465997585,1.3496342193748,0.989566074146679,-0.106257035670046,0.369083664615375,1.52878484105259,1.13377067530715,1.63519692170584
Extortion,0.458595328901185,0.801970437915928,0.308187246114936,1.48532189114551,0.153419636127695,0.796981090288167,0.559272596731726,0.59859811581241,0.149075632031818,0.751250789603259,0.406076151146763,0.123125712101377,0.205815663885972,0.229812625711539,0.503339894959647,0.126395399241116,0.306014796562945,0.484177871536481,0.580383262600647,1.0147031289858,0.541790925564431,0.218964445626038,0.134120476203235,1.07667869082061,-0.311989543984403,-0.263639207447608,1.16471987396363,0.0100295139677197,0.696847039044876,0.846408960293655,0.908359350026089,0.467821466430928,-0.0430077557819541,0.724921753636375,-0.215847489257326,-0.0042723140723389,-0.116128732035904,0.703513372864138,0.46611089745203,1.1225746025806
Failure to support parents,-1.51440540148108,-0.904990964177385,0.198527191384532,0.0523360115255202,0.304761217619277,1.8165572809226,0.414845004309846,1.08362279023054,1.25631732785853,-1.49332957910355,-1.09441342815745,-0.4395499753628,-1.93570559766239,0.291447376725336,-0.837196985702415,-1.16093252920009,1.30959335691789,-0.651832702534222,-1.45329975265137,-1.49626493783538,-1.14686037386602,-1.36252534341162,-1.0172917173298,0.431094905421984,-1.02644756328349,-1.83343394411249,0.557263478808063,0.868186503798525,0.181358475164633,-1.07658669348804,-0.167818381098602,-0.710495508273558,-1.04711595858967,-0.598109161557755,-1.15080746494537,-1.05783953655362,0.362784007804638,-0.974391273216119,-1.92447463139907,-1.33519900694689
False advertising,0.374644003245936,-0.507518962392015,-0.196100791345576,-0.304685384960165,-0.329043772690021,0.112457948651408,-0.303764079928192,-0.584333523968132,-0.540094776903975,0.346904924224863,2.18594330788601,0.642758490278577,-0.510651785702046,0.249565449530419,0.443741507732402,0.994742306671963,-0.35107348850245,-0.940347251972406,-0.0451265904975401,0.864086454650083,0.0447810865771989,0.619534457511061,-0.915289948740638,-0.951963348855288,-1.37570090276647,-1.05004493256944,0.0933325547208688,0.582576979319232,-0.14374478944231,-0.481738814492635,-0.477983142034103,-0.455358301368457,-0.760744542869265,1.00889463977323,-0.675093819634931,-0.705609734178586,-0.5598457296764,0.255347705236809,-0.590827061394102,1.21312540639688
Falsely accuse,0.955704123900577,0.693450959788747,0.551010438094919,-0.509447656474013,0.995895302529417,0.60345694432226,0.0672741497975375,0.0649467678898771,0.369354466675372,0.550441180934575,1.3709373212967,0.680811255804846,-0.0514106174192789,0.268179639394827,0.258287767615621,0.835606742411107,0.322707117014397,0.132306648721956,0.580184093698814,1.07223908037336,-0.090466563841203,0.316225979006636,0.165707055329249,0.689301254263301,0.26290123134916,-0.236478274041454,1.20009587035372,0.454163394669628,0.247916463156752,1.05066292308374,0.62874111857666,0.670786346705851,-0.0882336053065015,0.864735586864871,0.291199522401887,0.116575635050551,0.1308066453407,1.07811117811704,0.166265445595616,0.561845609857638
Fight,-0.121023836163851,0.843572200061341,-0.599088060558933,0.41215757582678,-1.1249273144017,-0.366387606532541,-1.05820848037051,-0.295530277265056,-2.27643909165443,0.327116677044752,-1.69451312375769,-0.568984261948545,-0.817184118900495,-0.685797591156082,-0.169608101507993,0.0031288218715041,-0.329152544144882,0.599343036692068,0.495935648223258,0.23155369113753,-0.397515283710007,-0.958391793756002,2.01781525563565,0.729250251515725,-0.66414646041287,1.2544299280982,-0.23883426852635,0.041247299201503,-0.0381428009388949,-0.352792814623403,0.37304744168975,-0.682436738617018,-0.478530131570605,-0.864171943501332,-0.647916819390145,-1.0027666185629,-1.26443984518298,-1.25478778296109,0.0968652991215578,-0.84227494159207
Flattery,-0.551665944165918,-0.961705214790815,-1.2379530607339,-1.27354344914877,-0.835959482241209,-1.16699549860723,-1.17351376356653,-1.25140051213313,-0.538233924657068,-0.4467451323203,-2.57332841342737e-05,-0.654454340767313,-0.64162469170502,-1.20132339638519,-1.07936977584389,-0.957900796672572,-1.03869890098197,-1.13629556311016,-1.39438884713455,-0.895565860866221,-1.20625967979302,-0.0406429252654337,-0.902378040080914,-1.12629278306542,-0.552799391566309,-1.56700663024028,-1.10439760877221,-1.9010635193068,-1.50359668139915,-0.652966020840727,-0.998057387643124,-1.36444267854341,-1.03845553271103,-0.124605968945436,-0.957432655511314,-0.246402269061376,-0.405816308307097,-0.212230165031361,-1.36436830439878,-0.356132457325075
Fraud,1.8616475214753,0.269034120005731,1.25454017915138,0.419858037319608,0.899285161628,0.315724240794848,0.416926148226576,0.3487433889658,1.13061220404648,1.25527969954043,2.05928697213227,1.37230135435251,1.49992165432232,1.34722095809723,0.956878483966984,1.44156513319815,1.23271474133189,-0.0519432557807042,1.27640388617043,1.98447693470157,1.44043631699277,-0.231715230672487,1.13950518982887,0.886968892668295,0.88271102296451,-0.714527519905184,1.09902159495346,1.30988495444673,1.26227025748888,0.630654032205336,1.12610127815758,1.11055816182976,0.276543532701872,1.58853416500891,0.861916527542383,-0.0125644358185387,0.875081099163477,1.7231733629464,1.03421792682311,1.81765492051128
